ts,spot_close,spot_high,spot_low,call_close,call_high,call_low,poly_quote_ts,p_poly,poly_stale_sec,rv_ann,dt,tau_poly,tau_call,sigma_hat,se_sigma,sigma_source,p_fair,dpfair_dsigma,var_pfair,se_pfair,se_poly_discrete,se_D_delta,D,TF_t,CI_adj_lo,CI_adj_hi,market_id,market_label,deribit_call
1680033600,1776.05,1791.5,1772.6,0.0645,0.0645,0.0645,1679666400.0,0.99,367200.0,0.6453312652426854,2023-03-28 20:00:00+00:00,0.00022831050228310502,0.00022831050228310502,6.690055517647343,0.12027236997074135,iv_bisect,0.6489445808704755,-0.026802361760081623,1.0391491030828109e-05,0.0032235835696981874,0.0002886751345948129,0.003236483332903391,0.34105541912952453,0.0078,0.634826357073867,0.6630628046670839,249345,"ETH above $1,700 on March 24",ETH-24MAR23-1700-C
1680037200,1770.95,1777.0,1763.2,0.0645,0.0645,0.0645,1679666400.0,0.99,370800.0,0.6455272879979606,2023-03-28 21:00:00+00:00,0.00022831050228310502,0.00022831050228310502,7.015287140068487,0.11781567232918266,iv_bisect,0.6303618532477347,-0.02361030490180552,7.737654307937842e-06,0.0027816639459032145,0.0002886751345948129,0.0027966028751453386,0.35963814675226524,0.0078,0.6171097919137645,0.643613914581705,249345,"ETH above $1,700 on March 24",ETH-24MAR23-1700-C
1680040800,1771.5,1775.25,1767.7,0.0645,0.0645,0.0645,1679666400.0,0.99,374400.0,0.6455221640991397,2023-03-28 22:00:00+00:00,0.00022831050228310502,0.00022831050228310502,6.980884097363724,0.11805422040157167,iv_bisect,0.6322871291922012,-0.023933568824978366,7.983217481695775e-06,0.0028254588090601807,0.0002886751345948129,0.002840167392079049,0.3577128708077988,0.0078,0.6189492299264432,0.6456250284579592,249345,"ETH above $1,700 on March 24",ETH-24MAR23-1700-C
1680044400,1774.55,1779.35,1771.8,0.0645,0.0645,0.0645,1679666400.0,0.99,378000.0,0.6448093617038975,2023-03-28 23:00:00+00:00,0.00022831050228310502,0.00022831050228310502,6.787213351369575,0.1194892092096393,iv_bisect,0.6433028274042265,-0.02581646289188375,9.515921542921796e-06,0.003084788735541187,0.0002886751345948129,0.0030982664308053186,0.3466971725957735,0.0078,0.6294566414825657,0.6571490133258873,249345,"ETH above $1,700 on March 24",ETH-24MAR23-1700-C
1680048000,1777.05,1779.7,1774.0,0.0645,0.0645,0.0645,1679666400.0,0.99,381600.0,0.6426912586542394,2023-03-29 00:00:00+00:00,0.00022831050228310502,0.00022831050228310502,6.624534359314518,0.12082634776478625,iv_bisect,0.6527936950136694,-0.027483195307120633,1.10270093978623e-05,0.003320694113865699,0.0002886751345948129,0.0033332180743533167,0.33720630498633064,0.0078,0.6384851345504926,0.6671022554768461,249345,"ETH above $1,700 on March 24",ETH-24MAR23-1700-C
1680051600,1780.65,1790.7,1776.65,0.0645,0.0645,0.0645,1679666400.0,0.99,385200.0,0.6422736718841393,2023-03-29 01:00:00+00:00,0.00022831050228310502,0.00022831050228310502,6.383278602668495,0.12306312444823972,iv_bisect,0.6672816397874375,-0.03010366135341054,1.3724436242068725e-05,0.0037046506234824257,0.0002886751345948129,0.0037158807267459563,0.3227183602125625,0.0078,0.6522205245654119,0.6823427550094631,249345,"ETH above $1,700 on March 24",ETH-24MAR23-1700-C
1680055200,1781.65,1784.65,1778.95,0.0645,0.0645,0.0645,1679666400.0,0.99,388800.0,0.6422895739342667,2023-03-29 02:00:00+00:00,0.00022831050228310502,0.00022831050228310502,6.3146492448098215,0.12376124600382431,iv_bisect,0.6714952368736756,-0.030882378292814556,1.4608002122692923e-05,0.003822041617080186,0.0002886751345948129,0.0038329277916530407,0.31850476312632436,0.0078,0.6562040353041985,0.6867864384431528,249345,"ETH above $1,700 on March 24",ETH-24MAR23-1700-C
1680058800,1780.2,1782.4,1777.05,0.0645,0.0645,0.0645,1679666400.0,0.99,392400.0,0.6418987676215936,2023-03-29 03:00:00+00:00,0.00022831050228310502,0.00022831050228310502,6.413922683149202,0.12276069382438692,iv_bisect,0.665413534059327,-0.029760760388653308,1.3347708550084105e-05,0.0036534515940524113,0.0002886751345948129,0.0036648385889991716,0.324586465940673,0.0078,0.6504527689349843,0.6803742991836698,249345,"ETH above $1,700 on March 24",ETH-24MAR23-1700-C
1680062400,1794.25,1800.95,1780.4,0.0645,0.0645,0.0645,1679666400.0,0.99,396000.0,0.6444447906834041,2023-03-29 04:00:00+00:00,0.00022831050228310502,0.00022831050228310502,5.370159992683602,0.13725364243878127,iv_bisect,0.7338563812879305,-0.0431350247087519,3.505160100722981e-05,0.005920439257963028,0.0002886751345948129,0.005927472846041822,0.2561436187120695,0.0078,0.714452320342323,0.753260442233538,249345,"ETH above $1,700 on March 24",ETH-24MAR23-1700-C
1680066000,1791.75,1797.45,1789.95,0.0645,0.0645,0.0645,1679666400.0,0.99,399600.0,0.6444029938646751,2023-03-29 05:00:00+00:00,0.00022831050228310502,0.00022831050228310502,5.571826214942858,0.13361940313272144,iv_bisect,0.7198383046720814,-0.0402815353881572,2.897017287705028e-05,0.005382394715835162,0.0002886751345948129,0.005390130444653785,0.27016169532791856,0.0078,0.7014888110290445,0.7381877983151184,249345,"ETH above $1,700 on March 24",ETH-24MAR23-1700-C
1680069600,1806.6,1820.0,1788.65,0.0645,0.0645,0.0645,1679666400.0,0.99,403200.0,0.6468134045347617,2023-03-29 06:00:00+00:00,0.00022831050228310502,0.00022831050228310502,4.1834499626712525,0.17534585642923406,iv_bisect,0.8239857261647305,-0.061464615671991525,0.00011615592188107379,0.010777565675099075,0.0002886751345948129,0.010781431037409047,0.16601427383526945,0.0078,0.7950616974415363,0.8529097548879248,249345,"ETH above $1,700 on March 24",ETH-24MAR23-1700-C
